"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 11 16:56:34 GMT 2024","Mon Mar 11 16:56:35 GMT 2024","1044","Setting","Loan Type","","","","Create Loan types",""
"failed","Mon Mar 11 16:56:30 GMT 2024","Mon Mar 11 16:56:31 GMT 2024","1030","Setting","OnePipe","","","","Save OnePipe settings- Client id missing",""
"failed","Mon Mar 11 16:56:25 GMT 2024","Mon Mar 11 16:56:26 GMT 2024","1028","Setting","OnePipe","","","","Save OnePipe settings- Host url missing",""
"passed","Mon Mar 11 16:55:11 GMT 2024","Mon Mar 11 16:55:15 GMT 2024","3612","Role","","","","","Create Role- Missing role description",""
"failed","Mon Mar 11 16:56:08 GMT 2024","Mon Mar 11 16:56:09 GMT 2024","1037","Business","","","","","Get List of Businesses",""
"passed","Mon Mar 11 16:55:33 GMT 2024","Mon Mar 11 16:55:35 GMT 2024","1904","Role","","","","","Update Role- No permissions",""
"failed","Mon Mar 11 16:56:27 GMT 2024","Mon Mar 11 16:56:28 GMT 2024","1041","Setting","OnePipe","","","","Save OnePipe settings- API key missing",""
"failed","Mon Mar 11 16:56:19 GMT 2024","Mon Mar 11 16:56:20 GMT 2024","1028","Setting","General","","","","Save General settings- Invite token missing",""
"failed","Mon Mar 11 16:56:12 GMT 2024","Mon Mar 11 16:56:12 GMT 2024","263","Business","","","","","Approve Business By ID",""
"failed","Mon Mar 11 16:56:26 GMT 2024","Mon Mar 11 16:56:27 GMT 2024","1029","Setting","OnePipe","","","","Save OnePipe settings- Webhook missing",""
"passed","Mon Mar 11 16:56:42 GMT 2024","Mon Mar 11 16:56:43 GMT 2024","1024","Setting","","","","","Get document by id- Invalid id",""
"passed","Mon Mar 11 16:55:27 GMT 2024","Mon Mar 11 16:55:29 GMT 2024","1728","Role","","","","","Get Single Role - Non exiting Id",""
"failed","Mon Mar 11 16:56:13 GMT 2024","Mon Mar 11 16:56:13 GMT 2024","276","Business","","","","","Activate Business By ID",""
"passed","Mon Mar 11 16:55:29 GMT 2024","Mon Mar 11 16:55:31 GMT 2024","2084","Role","","","","","Get Single Role",""
"failed","Mon Mar 11 16:56:54 GMT 2024","Mon Mar 11 16:56:54 GMT 2024","182","Payroll","","","","","Get  List of Payroll Items",""
"failed","Mon Mar 11 16:56:24 GMT 2024","Mon Mar 11 16:56:25 GMT 2024","1031","Setting","OnePipe","","","","Save OnePipe settings- Blank fields",""
