"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Feb 27 12:23:56 GMT 2024","Tue Feb 27 12:24:00 GMT 2024","3569","Role","","","","","Create Role",""
"passed","Tue Feb 27 12:24:39 GMT 2024","Tue Feb 27 12:24:45 GMT 2024","5633","Team member","","","","","Get List of Invited Team Members",""
"failed","Tue Feb 27 12:25:46 GMT 2024","Tue Feb 27 12:25:47 GMT 2024","236","Employee","","","","","Get Employees List",""
"failed","Tue Feb 27 12:25:26 GMT 2024","Tue Feb 27 12:25:28 GMT 2024","1846","Setting","OnePipe","","","","Save OnePipe settings- Blank fields",""
"passed","Tue Feb 27 12:24:12 GMT 2024","Tue Feb 27 12:24:18 GMT 2024","6356","Role","","","","","Update Role",""
"failed","Tue Feb 27 12:24:05 GMT 2024","Tue Feb 27 12:24:07 GMT 2024","1721","Role","","","","","Get Single Role - Non exiting Id",""
"passed","Tue Feb 27 12:25:09 GMT 2024","Tue Feb 27 12:25:11 GMT 2024","2114","Business","","","","","Deactivate Business By ID",""
"passed","Tue Feb 27 12:25:32 GMT 2024","Tue Feb 27 12:25:34 GMT 2024","1763","Setting","","","","","Add document",""
"passed","Tue Feb 27 12:23:47 GMT 2024","Tue Feb 27 12:23:48 GMT 2024","1056","Onboarding","","","","","Login- Incorrect email",""
"passed","Tue Feb 27 12:25:04 GMT 2024","Tue Feb 27 12:25:06 GMT 2024","2652","Business","","","","","Activate Business By ID",""
"failed","Tue Feb 27 12:25:16 GMT 2024","Tue Feb 27 12:25:18 GMT 2024","1384","Setting","General","","","","Save General settings- Inactivity timeout missing",""
"passed","Tue Feb 27 12:24:36 GMT 2024","Tue Feb 27 12:24:39 GMT 2024","2981","Team member","","","","","Accept Invite",""
"passed","Tue Feb 27 12:24:24 GMT 2024","Tue Feb 27 12:24:26 GMT 2024","1552","Team member","","","","","Invite Team Member- Invalid email",""
"passed","Tue Feb 27 12:25:39 GMT 2024","Tue Feb 27 12:25:41 GMT 2024","1431","Setting","","","","","Update document - Missing document type",""
"failed","Tue Feb 27 12:25:47 GMT 2024","Tue Feb 27 12:25:48 GMT 2024","1753","Employee","","","","","Get Employee Details By ID",""
"passed","Tue Feb 27 12:24:18 GMT 2024","Tue Feb 27 12:24:20 GMT 2024","1941","Role","","","","","Deactivate Role",""
"passed","Tue Feb 27 12:24:31 GMT 2024","Tue Feb 27 12:24:36 GMT 2024","4507","Team member","","","","","Resend Team Member Invite",""
"passed","Tue Feb 27 12:23:54 GMT 2024","Tue Feb 27 12:23:56 GMT 2024","1600","Role","","","","","Create Role- No permission",""
"passed","Tue Feb 27 12:25:31 GMT 2024","Tue Feb 27 12:25:32 GMT 2024","1443","Setting","","","","","Add document- Missing document type",""
"passed","Tue Feb 27 12:24:00 GMT 2024","Tue Feb 27 12:24:05 GMT 2024","5336","Role","","","","","Get Roles",""
"passed","Tue Feb 27 12:23:49 GMT 2024","Tue Feb 27 12:23:49 GMT 2024","209","Onboarding","","","","","Login- Blank",""
"passed","Tue Feb 27 12:24:58 GMT 2024","Tue Feb 27 12:25:00 GMT 2024","2303","Business","","","","","Get Business Details By ID- Invalid id",""
"passed","Tue Feb 27 12:24:36 GMT 2024","Tue Feb 27 12:24:36 GMT 2024","444","Team member","","","","","Accept Invite- Blank profile",""
"passed","Tue Feb 27 12:25:51 GMT 2024","Tue Feb 27 12:25:56 GMT 2024","4247","Forgot password","","","","","Forgot Password",""
"passed","Tue Feb 27 12:24:45 GMT 2024","Tue Feb 27 12:24:47 GMT 2024","1751","Team member","","","","","Update Team Member- Non existing role",""
"failed","Tue Feb 27 12:24:47 GMT 2024","Tue Feb 27 12:24:49 GMT 2024","1726","Team member","","","","","Update Team Member",""
"failed","Tue Feb 27 12:25:20 GMT 2024","Tue Feb 27 12:25:22 GMT 2024","1398","Setting","General","","","","Save General settings- Invite token missing",""
"passed","Tue Feb 27 12:25:41 GMT 2024","Tue Feb 27 12:25:43 GMT 2024","1942","Setting","","","","","Update document by id",""
"passed","Tue Feb 27 12:23:53 GMT 2024","Tue Feb 27 12:23:54 GMT 2024","1729","Role","","","","","Get Permissions",""
